System,Device,SensingDevice,Sensor,name,value,timestamp,location
MA TestSystem,device_main,raspberry,,processor,22.43,2021-01-02 18:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,6.105,2021-01-02 18:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.375,2021-01-02 18:00:05+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.029999999999999,2021-01-02 19:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.375,2021-01-02 19:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.49,2021-01-02 19:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.44,2021-01-02 19:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.375,2021-01-02 19:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.44,2021-01-02 19:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.49,2021-01-02 19:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,6.029999999999999,2021-01-02 19:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.56,2021-01-02 20:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.67,2021-01-02 20:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.85,2021-01-02 20:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.42,2021-01-02 20:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.56,2021-01-02 20:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.67,2021-01-02 20:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.42,2021-01-02 20:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.85,2021-01-02 20:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.44,2021-01-02 21:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.856666666666666,2021-01-02 21:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.30666666666667,2021-01-02 21:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.8933333333333335,2021-01-02 21:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.44,2021-01-02 21:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.856666666666666,2021-01-02 21:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.8933333333333335,2021-01-02 21:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.30666666666667,2021-01-02 21:00:05+01:00,room2
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.995,2021-01-02 22:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.44,2021-01-02 22:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.72,2021-01-02 22:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.856666666666666,2021-01-02 22:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.44,2021-01-02 22:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.856666666666666,2021-01-02 22:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.995,2021-01-02 22:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.72,2021-01-02 22:00:05+01:00,outside
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.75,2021-01-02 23:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,-127.0,2021-01-02 23:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.345,2021-01-02 23:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.57,2021-01-02 23:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.75,2021-01-02 23:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.57,2021-01-02 23:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,22.345,2021-01-02 23:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,-127.0,2021-01-02 23:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.535,2021-01-03 00:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.0,2021-01-03 00:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,-127.0,2021-01-03 00:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.69,2021-01-03 00:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,6.0,2021-01-03 00:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.69,2021-01-03 00:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,-127.0,2021-01-03 00:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.535,2021-01-03 00:00:05+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.635,2021-01-03 01:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.315,2021-01-03 01:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.085,2021-01-03 01:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,-127.0,2021-01-03 01:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,-127.0,2021-01-03 01:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.635,2021-01-03 01:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,6.085,2021-01-03 01:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.315,2021-01-03 01:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.19,2021-01-03 02:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.025,2021-01-03 02:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.42,2021-01-03 02:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,-127.0,2021-01-03 02:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.42,2021-01-03 02:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.19,2021-01-03 02:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,-127.0,2021-01-03 02:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.025,2021-01-03 02:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,-127.0,2021-01-03 03:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.74,2021-01-03 03:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.49,2021-01-03 03:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.19,2021-01-03 03:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.74,2021-01-03 03:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,-127.0,2021-01-03 03:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.49,2021-01-03 03:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.19,2021-01-03 03:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,-127.0,2021-01-03 04:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.425,2021-01-03 04:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.3933333333333335,2021-01-03 04:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.22,2021-01-03 04:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.3933333333333335,2021-01-03 04:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,-127.0,2021-01-03 04:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.425,2021-01-03 04:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.22,2021-01-03 04:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,-127.0,2021-01-03 05:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.4,2021-01-03 05:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.25,2021-01-03 05:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.11,2021-01-03 05:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,5.11,2021-01-03 05:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,-127.0,2021-01-03 05:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.4,2021-01-03 05:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.25,2021-01-03 05:00:05+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.195,2021-01-03 06:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.25,2021-01-03 06:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.31,2021-01-03 06:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,-127.0,2021-01-03 06:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.31,2021-01-03 06:00:05+01:00,room2
