System,Device,SensingDevice,Sensor,name,value,timestamp,location
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.655,2021-01-01 09:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.136000000000003,2021-01-01 09:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,6.655,2021-01-01 09:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.035,2021-01-01 09:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,23.83333333333333,2021-01-01 09:00:05+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,7.093333333333334,2021-01-01 10:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,23.856666666666666,2021-01-01 10:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.285,2021-01-01 10:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.92,2021-01-01 10:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,7.093333333333334,2021-01-01 10:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.92,2021-01-01 10:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,23.856666666666666,2021-01-01 10:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.285,2021-01-01 10:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.27333333333333,2021-01-01 11:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.26,2021-01-01 11:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,24.25,2021-01-01 11:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,7.695,2021-01-01 11:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,7.695,2021-01-01 11:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,24.25,2021-01-01 11:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.26,2021-01-01 11:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,22.27333333333333,2021-01-01 11:00:05+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,7.97,2021-01-01 12:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,24.21,2021-01-01 12:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.405,2021-01-01 12:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.375,2021-01-01 12:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,7.97,2021-01-01 12:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.375,2021-01-01 12:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.405,2021-01-01 12:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,24.21,2021-01-01 12:00:05+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.455,2021-01-01 13:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.595,2021-01-01 13:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,8.07,2021-01-01 13:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,24.19,2021-01-01 13:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,24.19,2021-01-01 13:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.595,2021-01-01 13:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.455,2021-01-01 13:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,8.07,2021-01-01 13:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.626666666666665,2021-01-01 14:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,8.01,2021-01-01 14:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.137500000000003,2021-01-01 14:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,24.38,2021-01-01 14:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.137500000000003,2021-01-01 14:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,22.626666666666665,2021-01-01 14:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,8.01,2021-01-01 14:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,24.38,2021-01-01 14:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,24.5,2021-01-01 15:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.26,2021-01-01 15:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,7.97,2021-01-01 15:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.655,2021-01-01 15:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,7.97,2021-01-01 15:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.655,2021-01-01 15:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.26,2021-01-01 15:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,24.5,2021-01-01 15:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,24.38,2021-01-01 16:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.05666666666667,2021-01-01 16:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,7.41,2021-01-01 16:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.375,2021-01-01 16:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.375,2021-01-01 16:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,7.41,2021-01-01 16:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.05666666666667,2021-01-01 16:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,24.38,2021-01-01 16:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,24.25,2021-01-01 17:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.86,2021-01-01 17:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.12,2021-01-01 17:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.44,2021-01-01 17:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.44,2021-01-01 17:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,24.25,2021-01-01 17:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.12,2021-01-01 17:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,6.86,2021-01-01 17:00:05+01:00,outside
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.539999999999999,2021-01-01 18:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.24,2021-01-01 18:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.71,2021-01-01 18:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,23.69,2021-01-01 18:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,23.69,2021-01-01 18:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.71,2021-01-01 18:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.539999999999999,2021-01-01 18:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.24,2021-01-01 18:00:05+01:00,room2
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.94,2021-01-01 19:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,21.563333333333333,2021-01-01 19:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.793333333333333,2021-01-01 19:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.55,2021-01-01 19:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.94,2021-01-01 19:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,22.793333333333333,2021-01-01 19:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.563333333333333,2021-01-01 19:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.55,2021-01-01 19:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.63,2021-01-01 20:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.69,2021-01-01 20:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.88,2021-01-01 20:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.28333333333333,2021-01-01 20:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.88,2021-01-01 20:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.28333333333333,2021-01-01 20:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,22.63,2021-01-01 20:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.69,2021-01-01 20:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.88,2021-01-01 21:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.7,2021-01-01 21:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.73,2021-01-01 21:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.975,2021-01-01 21:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.73,2021-01-01 21:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.7,2021-01-01 21:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.975,2021-01-01 21:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.88,2021-01-01 21:00:05+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.87,2021-01-01 22:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.625,2021-01-01 22:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.815,2021-01-01 22:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.695,2021-01-01 22:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.87,2021-01-01 22:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,22.625,2021-01-01 22:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.695,2021-01-01 22:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.815,2021-01-01 22:00:05+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.6850000000000005,2021-01-01 23:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.375,2021-01-01 23:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.63,2021-01-01 23:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.946666666666665,2021-01-01 23:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.6850000000000005,2021-01-01 23:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.63,2021-01-01 23:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.375,2021-01-01 23:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.946666666666665,2021-01-01 23:00:05+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.83,2021-01-02 00:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.9,2021-01-02 00:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.065,2021-01-02 00:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.5,2021-01-02 00:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.83,2021-01-02 00:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.9,2021-01-02 00:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.5,2021-01-02 00:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.065,2021-01-02 00:00:05+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.656666666666663,2021-01-02 01:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.5,2021-01-02 01:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.13,2021-01-02 01:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.76,2021-01-02 01:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.13,2021-01-02 01:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.5,2021-01-02 01:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.656666666666663,2021-01-02 01:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.76,2021-01-02 01:00:05+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.53333333333333,2021-01-02 02:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.0,2021-01-02 02:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.38,2021-01-02 02:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.76,2021-01-02 02:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.38,2021-01-02 02:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.76,2021-01-02 02:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.0,2021-01-02 02:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.53333333333333,2021-01-02 02:00:05+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.38,2021-01-02 03:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.096666666666667,2021-01-02 03:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.385,2021-01-02 03:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.0,2021-01-02 03:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.096666666666667,2021-01-02 03:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.0,2021-01-02 03:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.38,2021-01-02 03:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.385,2021-01-02 03:00:05+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.0,2021-01-02 04:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.25,2021-01-02 04:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.45,2021-01-02 04:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.49,2021-01-02 04:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.25,2021-01-02 04:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.45,2021-01-02 04:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.0,2021-01-02 04:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.49,2021-01-02 04:00:05+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.52,2021-01-02 05:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.875,2021-01-02 05:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.25,2021-01-02 05:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.39,2021-01-02 05:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,22.39,2021-01-02 05:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.875,2021-01-02 05:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.52,2021-01-02 05:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.25,2021-01-02 05:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.815,2021-01-02 06:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.35,2021-01-02 06:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.25,2021-01-02 06:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.39,2021-01-02 06:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.35,2021-01-02 06:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.25,2021-01-02 06:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.39,2021-01-02 06:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.815,2021-01-02 06:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.25,2021-01-02 07:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.385,2021-01-02 07:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.815,2021-01-02 07:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.595,2021-01-02 07:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.815,2021-01-02 07:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.25,2021-01-02 07:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.385,2021-01-02 07:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.595,2021-01-02 07:00:05+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.270000000000003,2021-01-02 08:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.505,2021-01-02 08:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.275,2021-01-02 08:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.44,2021-01-02 08:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.44,2021-01-02 08:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.275,2021-01-02 08:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.505,2021-01-02 08:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.270000000000003,2021-01-02 08:00:05+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.47,2021-01-02 09:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.652,2021-01-02 09:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.39,2021-01-02 09:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.356666666666666,2021-01-02 09:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.47,2021-01-02 09:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.652,2021-01-02 09:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,22.356666666666666,2021-01-02 09:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.39,2021-01-02 09:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.25,2021-01-02 10:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.48,2021-01-02 10:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.47,2021-01-02 10:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.67,2021-01-02 10:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,5.67,2021-01-02 10:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.25,2021-01-02 10:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.47,2021-01-02 10:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.48,2021-01-02 10:00:05+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.22,2021-01-02 11:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.5,2021-01-02 11:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.163333333333334,2021-01-02 11:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.360000000000003,2021-01-02 11:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,22.360000000000003,2021-01-02 11:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.5,2021-01-02 11:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.163333333333334,2021-01-02 11:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.22,2021-01-02 11:00:05+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.365,2021-01-02 12:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.285,2021-01-02 12:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.333333333333333,2021-01-02 12:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.96,2021-01-02 12:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.365,2021-01-02 12:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.285,2021-01-02 12:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.96,2021-01-02 12:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.333333333333333,2021-01-02 12:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.12333333333333,2021-01-02 13:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.25,2021-01-02 13:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.576666666666667,2021-01-02 13:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.5,2021-01-02 13:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.25,2021-01-02 13:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.12333333333333,2021-01-02 13:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.576666666666667,2021-01-02 13:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.5,2021-01-02 13:00:05+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.576666666666667,2021-01-02 14:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.12333333333333,2021-01-02 14:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.47,2021-01-02 14:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.45,2021-01-02 14:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,22.45,2021-01-02 14:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,6.576666666666667,2021-01-02 14:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.12333333333333,2021-01-02 14:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.47,2021-01-02 14:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.44,2021-01-02 15:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.80333333333333,2021-01-02 15:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.106666666666666,2021-01-02 15:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.35,2021-01-02 15:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,6.35,2021-01-02 15:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.106666666666666,2021-01-02 15:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.44,2021-01-02 15:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.80333333333333,2021-01-02 15:00:05+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.154999999999999,2021-01-02 16:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.0,2021-01-02 16:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.3,2021-01-02 16:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.44,2021-01-02 16:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.44,2021-01-02 16:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.154999999999999,2021-01-02 16:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.0,2021-01-02 16:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.3,2021-01-02 16:00:05+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.093333333333334,2021-01-02 17:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.45,2021-01-02 17:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.44,2021-01-02 17:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.25,2021-01-02 17:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.25,2021-01-02 17:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.45,2021-01-02 17:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.44,2021-01-02 17:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.093333333333334,2021-01-02 17:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.375,2021-01-02 18:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.43,2021-01-02 18:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.105,2021-01-02 18:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.44,2021-01-02 18:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.44,2021-01-02 18:00:05+01:00,room1
